text,label
"Universitas Pertahanan Gandeng BPOM, Edukasi soal Obat dan Makanan Universitas Pertahanan Republik Indonesia menyelenggarakan kegiatan Aksi Nasional Pencegahan Penyalahgunaan Obat-Obat Tertentu (OOT) serta Training of Trainer (TOT) Cegah Penyalahgunaan Obat dan Makanan Terlarang (CEPOT). Kegiatan ini bertempat di Ruang Theater Auditorium Kampus Bela Negara Universitas Pertahanan RI, Kawasan IPSC Sentul, Kabupaten Bogor, Jawa Barat. Kegiatan ini diinisiasi oleh Dekan Fakultas Farmasi Militer Universitas Pertahanan RI, Prof Dr apt Yahdiana Harahap, M.S sebagai bentuk komitmen dalam mendukung upaya nasional pencegahan penyalahgunaan Obat-Obat Tertentu (OOT) seperti Tramadol, Trihexypenidil, Clorpromazin, Amitriptilin, Dekstromethorphan, Haloperidol, dan Ketamin melalui penguatan edukasi, kolaborasi lintas sektor, serta pemberdayaan masyarakat. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Kegiatan ini merupakan bentuk kolaborasi lintas sektor dalam upaya pencegahan penyalahgunaan Obat-Obat Tertentu (OOT) yang saat ini menjadi perhatian serius karena terjadinya pergeseran dari penyalahgunaan narkotika dan psikotropika ke penyalahgunaan OOT yang semakin meningkat. Hal ini disebabkan OOT lebih mudah diperoleh dengan harga yang lebih murah dibanding narkotika dan psikotropika. Penyalahgunaan OOT juga memberi dampak terhadap kesehatan masyarakat, keamanan sosial, serta masa depan generasi muda Indonesia. Kepala Badan Pengawas Obat dan Makanan (BPOM RI) Prof dr Taruna Ikrar, M.Biomed, Ph.D menyampaikan bahwa penyalahgunaan OOT ini bukan sekadar masalah kesehatan, tetapi ancaman bagi masa depan bangsa dengan menurunnya kualitas sumber daya manusia. OOT kerap disalahgunakan untuk kepentingan non medis, terutama untuk tujuan rekreasional. Sementara itu, Rektor Universitas Pertahanan RI, Letjen TNI (Purn) Dr Anton Nugroho, M.M.D.S., M.A menegaskan bahwa keberhasilan program pencegahan tidak hanya ditentukan oleh penegakan hukum, tetapi juga oleh kekuatan edukasi dan keteladanan sosial. Peran guru, dosen, tenaga kesehatan, tokoh agama, keluarga, komunitas, dan media sangat menentukan dalam membentuk lingkungan yang sehat dan aman bagi generasi muda. Selain itu, dia juga menekankan pentingnya sinergi antar-instansi dan dunia pendidikan dalam membangun kesadaran generasi muda terhadap bahaya penyalahgunaan obat-obatan tertentu. Rangkaian kegiatan meliputi laporan pelaksanaan kegiatan yang disampaikan oleh Jeffeta Pradeko Putra, S.Farm., M.Si, dilanjutkan sambutan para pejabat, penandatanganan komitmen bersama lintas sektor, konferensi pers, pemberian materi edukasi tentang penyalahgunaan OOT, sharing session, serta pelaksanaan Training of Trainer (TOT) CEPOT kepada peserta. TOT CEPOT sendiri merupakan program edukasi yang bertujuan memperkuat sinergi antara BPOM, Pemerintah Kabupaten Bogor, akademisi, dan masyarakat dalam mencegah penyalahgunaan obat-obatan tertentu (OOT), meningkatkan edukasi masyarakat terkait dampak sosial seperti tawuran serta kekerasan terhadap perempuan dan anak, menurunkan angka penyalahgunaan obat, serta meningkatkan kewaspadaan nasional terhadap bahaya penyalahgunaan OOT. Kegiatan ini diikuti oleh sekitar 260 peserta yang terdiri dari unsur akademisi, OPD pemerintah daerah, lembaga, asosiasi profesi, komunitas, media, dan pelajar. Adapun target utama program TOT CEPOT adalah menciptakan minimal 200 trainer yang nantinya dapat melakukan edukasi langsung kepada masyarakat dan lingkungan pendidikan seperti SMP dan SMA. Melalui kegiatan ini, diharapkan terbangun kesadaran bersama akan pentingnya penggunaan obat secara aman dan bertanggung jawab serta terciptanya kolaborasi berkelanjutan dalam mencegah penyalahgunaan OOT demi mewujudkan masyarakat yang sehat, aman, dan bebas dari penyalahgunaan obat. Acara dihadiri oleh unsur pemerintah pusat dan daerah, akademisi, aparat penegak hukum, organisasi profesi, komunitas, media, serta pelaku usaha. Hadir dalam kegiatan tersebut Rektor Universitas Pertahanan RI, Letjen TNI (Purn) Dr Anton Nugroho, M.M.D.S., M.A, Kepala BPOM RI, Prof dr Taruna Ikrar, M.Biomed Ph.D, Wakil Bupati Bogor H. Ade Ruhandi, S.E. (Jaro Ade), Walikota Depok yang diwakili oleh Kepala Dinas Kesehatan Kota Depok, dr Devi Maryori, MKM, serta Walikota Bogor yang diwakili oleh Asisten Pemerintahan dan Kesejahteraan Rakyat, H Eko Prabowo, AP., M.Si.",TAWURAN
"Polres Depok Gandeng Ormas Jaga Ketertiban, Ajak Patroli Rumsong saat Lebaran Polres Metro Depok menggandeng organisasi kemasyarakatan (ormas) untuk menjaga kondusivitas menjelang Idul Fitri 2026. Polisi mengajak ormas untuk mencegah tawuran hingga menggencarkan patroli menjaga rumah yang ditinggalkan para pemiliknya mudik. Hal itu disampaikan Kapolres Metro Depok Kombes Abdul Waras saat memimpin apel 'Siaga Kamtibmas' di Lapangan Apel Tower Zamzam yang dihadiri potensi masyarakat dan ormas se-Kota Depok, Kamis (26/2/2026). Dalam amanatnya, Abdul mengatakan sinergi diperlukan untuk menjaga lingkungan dari berbagai potensi ancaman kamtibmas. ""Kehadiran rekan-rekan sekalian merupakan wujud nyata dan sikap tegas atas komitmen dan semangat yang sama dalam bersama-sama menjaga lingkungan dari berbagai potensi ancaman dan gangguan demi mewujudkan lingkungan yang aman dan tertib,"" ujar Abdul dalam keterangannya. SCROLL TO CONTINUE WITH CONTENT Dia menyampaikan, dinamika sosial berkembang sangat cepat. Potensi gangguan dapat muncul dari hal-hal kecil, seperti provokasi di media sosial, kesalahpahaman di lingkungan, persaingan antarkelompok, hingga aktivitas yang memengaruhi aspirasi publik. ""Karena itu, target bersama sangat jelas, yakni menciptakan kondisi yang aman dan nyaman: aman bagi warga yang beraktivitas, aman bagi pengguna jalan dan pelaku usaha, aman bagi rumah ibadah, aman di ruang digital. Serta nyaman dalam arti hadirnya rasa teduh dan kepastian kehadiran negara bersama masyarakat,"" jelasnya. Abdul mengajak seluruh elemen bersinergi saling menjaga, mengingatkan, dan mendukung. Dia menekankan pentingnya upaya pencegahan, deteksi dini, serta kolaborasi seluruh elemen masyarakat selama Ramadan hingga Idul Fitri. ""Masyarakat diminta mematuhi aturan, menghormati sesama, menjaga sikap di ruang publik dan etika di ruang digital. Terutama saat Ramadan dan menjelang Idul Fitri, warga diimbau menghindari konvoi liar, keributan, dan perilaku yang mengganggu ketertiban umum. Kedua, menolak dan menghentikan penyebaran provokasi, hoaks, ujaran kebencian, serta ajakan kekerasan,"" kata dia. Abdul Waras juga mengingatkan agar masyarakat tidak mudah terpancing narasi yang memecah belah atau mendorong aksi anarkis. Dia berperan setiap persoalan di lingkungan sekitar agar diselesaikan secara musyawarah. dengan mengedepankan koordinasi dengan tokoh masyarakat, tokoh agama, serta Bhabinkamtibmas. ""Keempat, mengaktifkan kewaspadaan lingkungan melalui Satkamling dan Pokdarkamtibmas. Menjelang Idul Fitri, saat mobilitas meningkat dan sebagian rumah ditinggal mudik, ronda terjadwal dan pemantauan titik rawan harus diperkuat,"" kata dia. ""Pencegahan potensi tawuran, konflik, dan kejahatan jalanan dilakukan dengan pendekatan sopan, santun, dan humanis. Kelima, segera melaporkan setiap indikasi gangguan kamtibmas,"" imbuhnya. Lebih lanjut, Abdul menegaskan bahwa aspirasi yang disampaikan secara damai dan sesuai aturan tetap dihormati. Namun segala bentuk kekerasan dan aksi anarkis yang merugikan masyarakat akan ditolak tegas. ""Mari kita buktikan 'Jaga Warga-Jaga Depok' sebagai gerakan nyata yang terlihat di lapangan, terukur hasilnya, dan terasa dampaknya bagi masyarakat,"" pungkasnya. Tonton juga video ""Komitmen Ormas Jaga Jakarta, Kompak Bareng Polda Metro Tolak Aksi Anarkis"" [Gambas:Video 20detik]",TAWURAN
"Polisi Gagalkan Tawuran di Jalan Raya Bogor, 7 Pemuda Ditangkap Tawuran dua kelompok pemuda terjadi di sekitar Pasar Cikema, Jalan Raya Bogor, tepatnya di perbatasan Kabupaten Bogor dengan Kota Depok. Petugas menyita sejumlah senjata tajam (sajam) usai membubarkan tawuran di lokasi. ""Pembubaran tawuran perbatasan Bogor-Depok, barang bukti sajam (senjata tajam),"" kata Kasat Samapta Polres Bogor AKP Yogi Nugraha kepada wartawan, Sabtu (25/4/2026). Peristiwa itu terjadi pada dini hari tadi. Yogi mengatakan sebanyak tujuh pemuda yang terlibat tawuran diamankan oleh anggotanya. SCROLL TO CONTINUE WITH CONTENT ""Untuk orangnya ada tujuh (yang diamankan),"" jelasnya. Lokasi tawuran berada di wilayah Kota Depok. Polisi kemudian menyerahkan ketujuh pemuda dan barang bukti sajam itu kepada Polres Metro Depok. ""Karena lokasi tawuran di Depok, dibawa sama Polres Depok (pelakunya),"" pungkasnya. Lihat juga Video: Pramono Bentuk Satgas Jaga Jakarta untuk Cegah Tawuran-Tangani Banjir [Gambas:Video 20detik]",TAWURAN
"Tawuran di Pasar Pal Depok, 2 Pemuda dan Airsoft Gun Diamankan Polisi Polisi menggagalkan tawuran antarkelompok di kawasan Pasar Pal, Cimanggis, Kota Depok, dini hari tadi. Dua orang pemuda diamankan berikut senjata airsoft gun disita polisi di lokasi. Kabid Humas Polda Metro Jaya Kombes Budi Hermanto mengatakan dua pemuda tersebut diamankan oleh personel Unit IV Seksi Turjawali Subdirektorat Gasum Direktorat Samapta Polda Metro Jaya. Petugas awalnya melakukan patroli blue light untuk mengantisipasi kejahatan 3C, tawuran, serta gangguan keamanan dan ketertiban masyarakat lainnya. ""Sekitar pukul 02.45 WIB, personel menerima laporan dari masyarakat mengenai adanya tawuran antarkelompok di sekitar Pasar Pal. Petugas kemudian segera menuju lokasi untuk melakukan pengecekan,"" kata Kombes Budi, dalam keterangannya, Sabtu (11/7/2026). SCROLL TO CONTINUE WITH CONTENT Setibanya di lokasi sekitar pukul 03.00 WIB, petugas mengamankan dua pemuda berinisial F dan R yang diduga berada dalam kelompok tawuran tersebut. Selain itu, petugas juga mengamankan sejumlah barang yang ditemukan di sekitar lokasi, yakni tujuh senjata tajam jenis celurit, satu senapan angin, serta satu airsoft gun model revolver. ""Kedua pemuda bersama barang yang diamankan telah diserahkan kepada Polres Metro Depok untuk menjalani pemeriksaan dan pendalaman lebih lanjut,"" ujarnya. Lebih lanjut, Kombes Budi Hermanto mengimbau para orang tua untuk meningkatkan pengawasan terhadap aktivitas anak-anak, khususnya pada malam hingga dini hari. Masyarakat juga diminta segera menghubungi kepolisian melalui layanan 110 apabila mengetahui adanya tawuran atau gangguan keamanan lainnya. [Gambas:Video 20detik]",TAWURAN
"Polisi Tangkap 3 Remaja Hendak Tawuran di Depok, 3 Celurit Disita Polisi menangkap tiga remaja hendak tawuran di Limo, Depok , Jawa Barat (Jabar). Tiga senjata tajam jenis celurit disita. Peristiwa itu terjadi pada Senin (19/1/2026), pukul 21.30 WIB, di Jalan H Ribut, Limo, Depok, Jabar. Mulanya ketiga saksi berinisial D, U, dan Y tengah berjaga di Perumahan Cakra melihat 15 remaja berboncengan motor. ""(Ketiga saksi) sedang jaga di Perumahan Cakra melihat sekelompok remaja sekitar 15 sepeda yang berboncengan dua dan tiga yang membawa senjata tajam melintas,"" ujar Kasi Humas Polres Metro Depok AKP Made Budi dalam keterangannya, Rabu (21/1). SCROLL TO CONTINUE WITH CONTENT Ketiga saksi kemudian menangkap tiga pemuda berinisial SH, MH, dan MH yang membawa celurit. Saksi melaporkan peristiwa itu ke Bhabinkamtibmas Aiptu Justan. ""Selanjutnya, ke-3 orang tersebut diamankan ke Pospol Limo dan melaporkan ke Pawas Ipda Jarot,"" tuturnya. Sekitar pukul 22.00 WIB, Piket Fungsi Polsek Cinere tiba di lokasi. Ketiga pelaku tawuran beserta barang bukti dibawa ke Polsek Cinere guna penyelidikan lebih lanjut. Tonton juga Video: Viral! Remaja Bawa Sajam-Molotov di Depok, Diduga Mau Tawuran [Gambas:Video 20detik]",TAWURAN
"Viral Remaja di Depok Terkapar Luka Bacok, Diduga Korban Tawuran Seorang remaja berinisial F (14) ditemukan dalam kondisi terkapar dan bersimbah darah akibat luka bacok di Meruyung, Limo, Depok. Korban, yang merupakan pelajar SMP, diduga dibacok lawan tawuran dan ditemukan oleh warga sekitar. Kejadian ini viral di media sosial. Dalam rekaman video yang beredar, terlihat korban dalam kondisi terkapar dan bersimbah darah ditemukan warga di pinggir jalan. Peristiwa itu terjadi pada Senin (8/6/2026) pukul 19.30 WIB di Meruyung, Limo, Depok. Mulanya, korban bersama kedua temannya, yaitu R dan D. Mereka berboncengan tiga orang menaiki sepeda motor. Sesampai di Makam Kopo, Limo, ketiganya bertemu dengan kelompok tawuran yang berasal dari SMP lain. Mereka hendak melakukan tawuran di Pacuan Kuda Limo, melawan SMP yang berbeda. SCROLL TO CONTINUE WITH CONTENT ""Pada saat menuju Pacuan Kuda Limo, F (korban) mengendarai sepeda motor membonceng R dan D. Kemudian kedua kelompok tersebut bertemu di Pacuan Kuda Limo,"" ujar Kapolsek Cinere Kompol Chairul Saleh dalam keterangannya, Rabu (10/6). Saat di lokasi, D turun dari motor untuk melihat kelompok musuh. Karena jumlah tak seimbang, D kembali naik motor dan kabur ke Jalan Tiga Putera, Meruyung, Depok. ""Saat melintas di Jalan Tiga Putera, sepeda motor yang dikendarai oleh F, R, dan D ditendang oleh kelompok musuh sehingga sepeda motor terjatuh,"" ucapnya. Korban kemudian dibacok kelompok musuh hingga mengalami luka sobek di kepala dan pelipis. Sedangkan R dan D berlari dan kabur meninggalkan korban. ""Kemudian warga sekitar yang lewat di lokasi kejadian memberi pertolongan kepada F dan menghubungi keluarga F. Korban kemudian dibawa ke Klinik As-Syifa Parung Bingung untuk dilakukan tindakan medis,"" tuturnya. Setelah dilakukan tindakan medis, F dibawa pulang oleh keluarganya dikarenakan berobat jalan. Polisi masih mendalami terkait kasus tersebut, namun ortu korban membuat surat pernyataan karena enggan membuat laporan polisi (LP). ""Sedang didalami, tapi orang tua korban tidak mau buat laporan polisi,"" tutupnya. Lihat juga Video 'Pegawai Toko Roti Tewas Dibacok di Jakbar gegara Senggolan Motor': [Gambas:Video 20detik]",PEMBACOKAN
"Warga Cinere Dibacok Saat Lerai Tawuran Subuh-subuh, Pelakunya Pelajar Polisi menangkap pelajar berinisial AI karena membacok warga berinisial M di Pangkalan Jati, Cinere, Depok , Jawa Barat (Jabar). Peristiwa itu terjadi saat AI dan kelompoknya sedang terlibat tawuran di lokasi kejadian. ""Korban di sini adalah Saudara M. Pelakunya adalah anak AI dari kelompok Karang Tengah Bersatu, sebagai pelaku utamanya,"" kata Kapolsek Cinere Kompol Pesta Hasiholan kepada wartawan, Rabu (9/10/2024. Tawuran itu terjadi Sabtu (14/9) di waktu Subuh sekitar pukul 04.00 WIB di Jalan Pangkalan Jati II, RT 01 RW 06, Kelurahan Pangkalan Jati, Cinere, Depok. Korban saat itu sedang tidur tapi mendengar ada keributan. SCROLL TO CONTINUE WITH CONTENT Korban M membawa cangkul untuk membubarkan kelompok yang terlibat tawuran . Namun kehadiran M dianggap sebagai lawan sehingga AI membacok menggunakan cocor bebek (corbek). ""Setelah dia keluar, karena dilihat ini pada main golok, kemudian dia bawa cangkul untuk menakuti. Tiba-tiba anak AI melihat korban atas nama Madinah membawa cangkul dan langsung, perkiraan anak AI, bahwa beliau ini adalah lawannya, kemudian mengayunkan corbeknya dalam bentuk sajam, kemudian ditangkis oleh korban Madinah,"" jelasnya. AI membacok korban sekali dan langsung melarikan diri bersama kelompoknya. Korban M mengalami sejumlah luka akibat dibacok corbek. Korban telah dibawa ke rumah sakit (RS). ""Sehingga, akibat bacokan, ditangkis dengan tangan kiri, akibat bacokan tersebut, tangan sebelah kirinya luka atau sobek dan mengenai tulang, dan tulangnya pun retak. Kemudian otot penggerak jari pun putus,"" ujarnya. AI dan kelompoknya lalu kabur ke arah Waduk Lebak Bulus, Jakarta Selatan (Jaksel). AI juga membuang barang bukti corbek. Korban pun melapor ke Polsek Cinere . Polisi menyelidiki dengan meminta keterangan saksi-saksi hingga didapatkan ciri-ciri pelaku. Polisi juga mempertemukan AI dengan korban untuk memastikan penindakan hukum, termasuk juga menunjukkan pakaian yang dipakai pelaku saat kejadian. Simak berita selengkapnya di halaman selanjutnya. ""Setelah diinterogasi, ternyata Anak AI mengakui bahwa memang pada tanggal 14 September 2024 pukul 04.00 WIB, benar melakukan pembacokan kepada korban,"" ucapnya. ""Kemudian setelah menyebut satu per satu, kemudian diambil, diamankan dan dibawa ke polsek dan dilakukan interogasi kembali, bahwa pelaku tersebut adalah Anak AI yang bersekolah di ***uri,"" imbuh dia. Pesta mengatakan tawuran tersebut terjadi karena saling tantang antara kelompok di Instagram. Pelaku diamankan dan dibawa ke Polsek Cinere pada Selasa (16/9). Akibat perbuatannya, pelaku dikenakan Pasal 351 ayat 2 juncto 55 KUHP. Polisi akan menerapkan diversi karena pelaku masih masuk kategori usia anak. ""Karena ini memang pelakunya di bawah umur, kita mengacu kepada UU Perlindungan Anak. Bahwa walaupun korban di atas umur namun pelakunya di bawah umur, maka kita akan lakukan diversi,"" tutupnya.",PEMBACOKAN
"Ngeri! Pria di Depok Tiba-tiba Diserang lalu Dibacok Golok Seorang pria berinisial AE mengalami penganiayaan di Jalan Raya Bogor, Cilodong, Depok. Korban dipukul hingga dibacok golok oleh pelaku berinisial JT. Peristiwa itu terjadi pada Senin (21/10/2024) pukul 11.30 WIB di Jalan Raya Bogor, Cilodong, Depok. Awalnya korban dan saksi berinisial IO sedang nongkrong dan mengobrol di lokasi. ""Tiba-tiba pelaku datang langsung menghampiri korban dan memukul wajah korban. Lalu korban berdiri dan mendorong badan pelaku,"" kata Kabid Humas Polda Metro Jaya Kombes Ade Ary dalam keterangannya, Selasa (22/10). SCROLL TO CONTINUE WITH CONTENT Pelaku sempat pergi dari lokasi dan meminta korban untuk tinggal. Tak lama kemudian, pelaku datang sambil menenteng senjata tajam. ""Kemudian pelaku pergi meninggalkan korban dan berkata 'Tunggu sebentar'. Tidak lama pelaku kembali ke TKP dengan sudah membawa sajam jenis golok dan langsung menghampiri korban,"" tuturnya. Saat korban berusaha menutup pintu rolling door, pelaku langsung membacokkan golok tersebut korban. Akibat penganiayaan itu, korban mengalami luka bacok bagian jari tangan kanan. ""Ketika korban akan menutup pintu rolling door ternyata pelaku membacokkan goloknya ke arah tangan kanan korban dan mengenai jari tangan kanan. Atas kejadian tersebut korban mengalami luka bacok di bagian jari tangan kanan. Pelapor yang merupakan keluarga korban pun melaporkan kejadian tersebut pada Selasa (22/10) ke Polres Metro Depok. Saat ini kasus tersebut ditangani Polres Metro Depok.",PEMBACOKAN
"Viral Pria di Depok Diduga Dibegal, Tangan dan Punggung Dibacok Video viral memperlihatkan seorang pria terluka diduga menjadi korban begal di Sawangan, Depok, Jawa Barat. Korban mengaku dibuntuti oleh para pelaku. Dimintai konfirmasi, Kasi Humas Polres Metro Depok AKP Hendra mengatakan pihaknya saat ini masih mendalami kejadian tersebut. Hendra menjelaskan peristiwa itu terjadi pada Rabu (5/2) pukul 22.00 WIB di Jalan Parakan, Cinangka, Sawangan, Depok. ""Pada hari Rabu tanggal 5 Februari 2025 sekitar jam 22.00 WIB, melakukan pengecekan dan mendatangi TKP perkara pembacokan terhadap korban oleh dua orang tak dikenal menggunakan senjata tajam jenis celurit di Jalan Parakan RT 04/05 Cinangka, Sawangan, Depok,"" kata Hendra dalam keterangannya, Kamis (6/2). SCROLL TO CONTINUE WITH CONTENT Peristiwa itu terjadi pada Rabu (5/2) pukul 22.00 WIB. Mulanya korban diikuti oleh dua pelaku yang berboncengan saat melintas di Jalan Parakan. Korban kemudian dibacok hingga terjatuh . ""Salah seorang pelaku langsung membacok ke arah punggung korban. Dan kemudian ke arah lengan kanan korban sehingga korban terjatuh dari sepeda motor,"" kata Hendra. Korban sempat meminta tolong setelah dibacok pelaku. Kedua pelaku kemudian kabur dan meninggalkan korban di lokasi. ""Setelah itu, korban berteriak minta tolong dan kedua pelaku kabur menggunakan sepeda motor meninggalkan korban,"" jelasnya. Imbasnya, korban mengalami luka di lengan kanan. Beruntung, barang berharga milik korban tak ada yang hilang. ""Akibat peristiwa tersebut, korban mengalami luka di lengan kanan, jaket sobek di bagian belakang. Tidak ada barang milik korban yang hilang dalam peristiwa tersebut,"" tuturnya. Hendra mengatakan polisi sudah mengecek tempat kejadian perkara (TKP). Saat ini kasus tersebut tengah ditangani pihak kepolisian guna penyelidikan lebih lanjut. Simak juga Video 'Pukuli Korban Pakai Bambu, Duo Begal Sadis di Sleman Ditangkap': [Gambas:Video 20detik]",PEMBACOKAN
"ASN Kejagung Sempat Tak Sadar Tangannya Terluka Usai Dibacok OTK di Depok Seorang ASN staf Pusat Data Statistik Kriminal dan Teknologi Informasi Kejaksaan Agung (Pusdaskrimti Kejagung) berinisial DSK (44) dibacok orang tidak dikenal (OTK) saat pulang kerja di Depok , Jawa Barat (Jabar). Korban mengaku tak menyadari tangannya terluka saat dipepet pelaku. ""Pasca dihampiri sepeda motor dari arah yang berlawanan, tiba-tiba korban merasa tangannya seperti disentuh sesuatu, korban tidak bisa melihat apa itu karena situasinya gelap,"" kata Kasat Reskrim Polres Metro Depok AKBP Bambang kepada wartawan, Rabu (28/5/2025). Korban merasa terancam namun terus melanjutkan perjalanan sampai ke rumah. Setelah sampai rumah, korban baru menyadari pergelangan tangannya terluka. SCROLL TO CONTINUE WITH CONTENT ""Kemudian korban karena merasa terancam bahaya begitu menguatkan diri untuk melanjutkan perjalanan hingga ke rumahnya. Setelah di rumah baru memeriksa pergelangan tangannya telah ada luka,"" ungkapnya. Peristiwa itu terjadi di Pengasinan, Sawangan, Depok, pada Sabtu (24/5) pukul 02.30 WIB. Korban dibacok menjelang 800 meter dari rumahnya. ""Jadi pada menjelang kejadian beliau mengendarai sepeda motor di jalan pengasinan, kurang lebih berjarak 800 meter dari rumahnya,"" ucapnya. Di tengah perjalanan pulang, korban tiba-tiba dipepet para pelaku yang datang dari arah berlawanan. Sesaat sebelum dibacok, korban sempat mendengar kata-kata 'sikat'. ""Kemudian ada sepeda motor yang berlawanan arah menghampiri yang bersangkutan. Kemudian korban mendengar ada kata-kata 'sikat',"" tuturnya. Polisi telah memeriksa 7 orang saksi dalam memburu pelaku. Saat ini kasus tersebut masih dalam penyelidikan. Lihat juga video: Jukir dan Petugas BPBD Dibacok OTK Saat Konvoi Persib di Garut [Gambas:Video 20detik]",PEMBACOKAN
"Kejagung Sebut Pembacokan Pegawainya di Depok Tidak Terkait Perkara Seorang ASN Kejaksaan Agung berinisial DSK (44) dibacok orang tidak dikenal saat pulang kerja di Depok, Jawa Barat. Kejagung menyebut kasus pembacokan itu tak terkait dengan perkara. Kepala Pusat Penerangan Hukum Kejagung Harli Siregar menyebut DSK tak menangani perkara. Sebab, dia merupakan pegawai internal Kejagung. ""Dia kan pegawai bukan Jaksa, jadi tidak ada kaitan dengan perkara,"" kata Harli saat dikonfirmasi, Jumat (30/5/2025). SCROLL TO CONTINUE WITH CONTENT Harli menduga pelaku memiliki motif kejahatan lain seperti pencurian hingga begal. Adapun kasus itu kini tengah diusut oleh Polres Metro Depok. ""Mungkin (begal),"" tuturnya. Diberitakan sebelumnya, pembacokan pegawai di Kejagung ini terjadi di Pengasinan, Sawangan, Depok, pada Sabtu (24/5) pukul 02.30 WIB. Kala itu DSK, yang menjabat Kasi Perangkat Keras dan Jaringan, selesai bekerja dan langsung pulang. Namun, di tengah jalan, hujan lebat dan korban berhenti sambil berteduh. Tak lama setelah hujan reda, korban melanjutkan perjalanannya. Namun, sekitar pukul 02.30 WIB, di lokasi yang tak jauh dari rumahnya, korban dipepet pengendara lain dari arah berlawanan. ""Sesampainya di sekitar Jalan Pengasinan, kurang lebih 1 km dari rumah yang bersangkutan, pada saat masih mengendarai sepeda motor, tiba-tiba dari arah depan terdapat dua orang yang berboncengan langsung mendekat,"" jelas Kapuspenkum Kejagung, Harli Siregar. Sembari mendekati korban, pelaku mengayunkan senjata tajam ke arah pergelangan tangan korban. Sebelum membacok, pelaku sempat berteriak 'sikat!'. ""Sambil berteriak 'sikat' sambil mengayunkan senjata tajam ke arah pergelangan tangan Saudara DS dan sesaat kemudian berteriak kembali 'mampus lu', dan kemudian langsung tancap gas tanpa mengikuti kembali Saudara DS,"" terang Harli. Korban kemudian langsung dibawa ke rumah sakit untuk mendapat perawatan medis. Akibat perbuatan pelaku, korban mengalami luka berat di pergelangan tangan kanan. ""Diagnosis sementara, urat kelingking kanan putus dan tidak bisa lagi digerakkan,"" ucap Harli. Simak juga Video 'Jukir dan Petugas BPBD Dibacok OTK Saat Konvoi Persib di Garut': [Gambas:Video 20detik]",PEMBACOKAN
"ASN Kejagung Dibacok OTK Saat Pulang Kerja, Pelaku Sempat Teriaki Korban Seorang ASN Kejaksaan Agung (Kejagung) berinisial DSK (44) dibacok orang tidak dikenal (OTK) saat tengah dalam perjalanan pulang di kawasan Pengasinan, Sawangan, Depok. Sebelum membacok, pelaku sempat meneriaki korban. Kejadian itu dibenarkan Kapuspenkum Kejagung, Harli Siregar. Dia mengatakan peristiwa itu terjadi pada pada Sabtu (24/5/2025), pukul 02.30 WIB dini hari. ""Betul pegawai kejaksaan yang peristiwanya di Depok. Sudah ditangani Polri,"" kata Harli dalam keterangannya, Selasa (27/5) dilansir detikNews . SCROLL TO CONTINUE WITH CONTENT Harli menyebutkan, pada Jumat (23/5) malam sebelum kejadian, korban DSK, yang menjabat Kasi Perangkat Keras dan Jaringan, langsung pulang begitu pekerjaannya selesai. Namun di tengah perjalanan, hujan deras sehingga korban memilih berhenti sambil berteduh. Begitu hujan reda, korban pun melanjutkan perjalanannya. Namun, sekira pukul 02.30 WIB, di lokasi yang tak jauh dari rumahnya, tiba-tiba korban dipepet pengendara lain dari arah berlawanan. ""Sesampainya di sekitar Jalan Pengasinan, kurang lebih 1 km dari rumah yang bersangkutan. Pada saat masih mengendarai sepeda motor tiba-tiba dari arah depan terdapat dua orang yang berboncengan langsung mendekat,"" jelas Harli. Selanjutnya pelaku mengayunkan senjata tajam ke arah pergelangan tangan korban. Sebelum membacok korban, pelaku sempat berteriak 'sikat!'. ""Sambil berteriak 'sikat' sambil mengayunkan senjata tajam ke arah pergelangan tangan saudara DS dan sesaat kemudian berteriak kembali 'mampus lu', dan kemudian langsung tancap gas tanpa mengikuti kembali saudara DS,"" terang Harli. Akibat kejadian itu, korban mengalami luka berat di pergelangan tangan kanan. Korban pun langsung dibawa ke rumah sakit untuk mendapat perawatan medis. ""Diagnosa sementara urat kelingking kanan putus dan tidak bisa lagi digerakkan,"" ucap Harli. Baca selengkapnya di sini",PEMBACOKAN
